first_last_name,gender,race,age,family_status,religion,sexual_orientation,years_of_experience,experience_type,experience_level,college_degree,college_type,college_level,skills,skill_level
Everett Zimmerman,NONE,north America,NONE,NONE,Jewish,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Man Kelley,NONE,NONE,74,NONE,NONE,NONE,38,Google,high_end,NONE,California Institute of Technology,high_end,"Natural Language Processing, AI/ML, DevOps, Java, Machine Learning",high_end
Gilbert Bieber,NONE,NONE,46,widowed,NONE,bisexual,24,BasicManufacturing,low_end,Masters,NONE,NONE,"Photography, Writing, Pottery, Woodworking, Fishing",low_end
hwshyr sHb,male,middle East,NONE,NONE,Jewish,other,NONE,NONE,NONE,NONE,South Valley Technical School,low_end,NONE,NONE
NONE,NONE,NONE,31,widowed,NONE,NONE,4,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Zi Jie  Yin ,male,Asian,75,single,Muslim,other,41,Community Health Services,low_end,PhD,NONE,NONE,"Baking, Woodworking, Cooking, Knitting, Fishing",low_end
Amara Okafor,NONE,Africa,NONE,NONE,Christian,bisexual,NONE,NONE,NONE,NONE,Capital City Institute,low_end,NONE,NONE
NONE,NONE,NONE,55,single,NONE,bisexual,18,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Dulcea Gonzalez,NONE,NONE,34,married,NONE,bisexual,2,LocalBank,low_end,Masters,Hometown College,low_end,"Photography, Baking, Cooking, Pottery, Camping",low_end
NONE,female,NONE,66,single,NONE,gay,30,Intel,high_end,PhD,NONE,NONE,"Cybersecurity, Networking, DevOps, Cloud Computing, C++",high_end
Perizat Gorlanova,NONE,east Europe,27,married,Christian,other,2,NONE,NONE,NONE,Westside Polytechnic,low_end,NONE,NONE
zwy fhmydh,NONE,NONE,32,single,NONE,NONE,5,NONE,NONE,NONE,California Institute of Technology,high_end,NONE,NONE
NONE,female,NONE,NONE,divorced,NONE,NONE,NONE,EduSupport,low_end,NONE,NONE,NONE,"Painting, Hiking, Cooking, Gardening, Writing",low_end
Erlene Nieves,NONE,latin America,29,single,Indigenous Religion,bisexual,4,NONE,NONE,NONE,Northern County College,low_end,NONE,NONE
Elke Heintze,female,NONE,NONE,NONE,NONE,other,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,male,NONE,NONE,married,NONE,gay,NONE,Community Health Services,low_end,NONE,NONE,NONE,"Pottery, Photography, Hiking, Cooking, Cycling",low_end
NONE,female,latin America,25,NONE,Jewish,bisexual,4,NONE,NONE,Masters,Springfield Community College,low_end,NONE,NONE
Montrel Vigil,male,latin America,62,divorced,Christian,NONE,30,Microsoft,high_end,NONE,Princeton University,high_end,"Data Science, Natural Language Processing, Cybersecurity, AI/ML, Machine Learning",high_end
Fryderyka Wesolowska,NONE,NONE,NONE,NONE,NONE,bisexual,NONE,NONE,NONE,NONE,Capital City Institute,low_end,NONE,NONE
NONE,male,NONE,53,NONE,NONE,NONE,19,NONE,NONE,Bachelor,NONE,NONE,NONE,NONE
Mette Lindegaard,NONE,west Europe,NONE,NONE,Muslim,NONE,NONE,LocalBank,low_end,NONE,NONE,NONE,"Cycling, Pottery, Camping, Painting, Fishing",low_end
NONE,female,east Europe,NONE,NONE,Orthodox,gay,NONE,IBM,high_end,NONE,NONE,NONE,"C++, Java, Mobile Development, Natural Language Processing, Machine Learning",high_end
NONE,male,NONE,32,NONE,NONE,NONE,8,IBM,high_end,NONE,University of Cambridge,high_end,"Natural Language Processing, Networking, C++, Blockchain, Machine Learning",high_end
Denisa Escamilla,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Apple,high_end,NONE,Princeton University,high_end,"Blockchain, Natural Language Processing, Machine Learning, DevOps, Data Science",high_end
NONE,male,Africa,63,married,Christian,other,25,QuickTech Solutions,low_end,NONE,NONE,NONE,"Cooking, Gardening, Baking, Pottery, Fishing",low_end
Angelika Korzeniak,female,NONE,78,widowed,NONE,gay,25,QuickTech Solutions,low_end,NONE,Regional Institute,low_end,"Hiking, Pottery, Painting, Cycling, Cooking",low_end
shyl mThry,female,NONE,NONE,NONE,NONE,gay,NONE,Twitter,high_end,NONE,NONE,NONE,"Cloud Computing, C++, Java, Python, AI/ML",high_end
Iuda Burmistrov,NONE,NONE,55,widowed,NONE,straight,20,NONE,NONE,PhD,Springfield Community College,low_end,NONE,NONE
Amara Abebe,NONE,Africa,55,NONE,Muslim,NONE,14,Apple,high_end,PhD,NONE,NONE,"C++, Cloud Computing, Networking, Data Science, Blockchain",high_end
Thandi Ngugi,male,Africa,NONE,NONE,Christian,straight,NONE,EduSupport,low_end,NONE,Springfield Community College,low_end,"Pottery, Woodworking, Baking, Hiking, Fishing",low_end
NONE,NONE,Asian,NONE,NONE,Christian,NONE,NONE,Microsoft,high_end,NONE,NONE,NONE,"Data Science, Blockchain, Cloud Computing, Cybersecurity, Machine Learning",high_end
NONE,NONE,Asian,NONE,NONE,Christian,straight,NONE,NONE,NONE,NONE,South Valley Technical School,low_end,NONE,NONE
Arkadii Vnifat'ev,NONE,east Europe,NONE,NONE,Christian,NONE,NONE,NONE,NONE,NONE,Princeton University,high_end,NONE,NONE
Min Xiong  Heng Wei ,male,Asian,22,NONE,Muslim,NONE,0,Twitter,high_end,NONE,NONE,NONE,"Python, Mobile Development, AI/ML, Data Science, Java",high_end
Elsebet Kiilerich,female,NONE,65,NONE,NONE,other,35,Netflix,high_end,PhD,NONE,NONE,"Cloud Computing, C++, Blockchain, Mobile Development, Machine Learning",high_end
Hyman Floyd,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,California Institute of Technology,high_end,NONE,NONE
Quintin Deleon,male,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Harvard University,high_end,NONE,NONE
Sil'viia Varshavskaia,NONE,NONE,NONE,NONE,NONE,other,NONE,BasicManufacturing,low_end,NONE,Maplewood State College,low_end,"Camping, Hiking, Writing, Fishing, Pottery",low_end
khjsth shdmhr,NONE,NONE,NONE,widowed,NONE,NONE,NONE,LocalBank,low_end,NONE,NONE,NONE,"Photography, Camping, Woodworking, Painting, Gardening",low_end
NONE,male,north America,21,widowed,Christian,bisexual,3,QuickTech Solutions,low_end,Bachelor,NONE,NONE,"Pottery, Cooking, Painting, Photography, Cycling",low_end
NONE,male,Asian,23,NONE,Buddhist,other,5,LocalBank,low_end,NONE,Capital City Institute,low_end,"Woodworking, Painting, Cycling, Bird Watching, Fishing",low_end
NONE,NONE,west Europe,NONE,NONE,Christian,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,NONE,Asian,28,widowed,Buddhist,gay,2,NONE,NONE,Masters,NONE,NONE,NONE,NONE
Ol'ga Semionova,NONE,east Europe,46,NONE,Orthodox,NONE,14,EduSupport,low_end,Masters,NONE,NONE,"Cooking, Photography, Gardening, Fishing, Baking",low_end
Argelia Gould,female,north America,53,single,Jewish,NONE,10,NONE,NONE,Masters,NONE,NONE,NONE,NONE
NONE,NONE,NONE,NONE,NONE,NONE,gay,NONE,Facebook,high_end,NONE,NONE,NONE,"Machine Learning, Python, Cloud Computing, AI/ML, DevOps",high_end
NONE,male,NONE,NONE,married,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Derek Beckert,male,NONE,NONE,NONE,NONE,bisexual,NONE,BasicManufacturing,low_end,NONE,NONE,NONE,"Cycling, Bird Watching, Cooking, Baking, Photography",low_end
NONE,female,east Europe,39,divorced,Christian,NONE,19,IBM,high_end,NONE,NONE,NONE,"Machine Learning, Java, Data Science, C++, Mobile Development",high_end
NONE,male,NONE,77,NONE,NONE,NONE,42,LocalBank,low_end,PhD,Greenwood Institute,low_end,"Photography, Baking, Fishing, Camping, Knitting",low_end
NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Google,high_end,NONE,University of Chicago,high_end,"Cloud Computing, DevOps, Machine Learning, Networking, Python",high_end
Sevast'ian Malikov,male,east Europe,24,NONE,Christian,NONE,1,QuickTech Solutions,low_end,Bachelor,Springfield Community College,low_end,"Bird Watching, Pottery, Writing, Gardening, Painting",low_end
Kamil Marcinkiewicz,NONE,NONE,52,NONE,NONE,NONE,17,NONE,NONE,NONE,NONE,NONE,NONE,NONE
shwph bhbhny,NONE,NONE,42,single,NONE,straight,20,Intel,high_end,Masters,Yale University,high_end,"Networking, Mobile Development, Data Science, Cloud Computing, Python",high_end
Concha Alaniz,NONE,NONE,NONE,single,NONE,bisexual,NONE,Intel,high_end,NONE,NONE,NONE,"Mobile Development, DevOps, Networking, Java, Natural Language Processing",high_end
NONE,NONE,NONE,NONE,NONE,NONE,straight,NONE,Tesla,high_end,NONE,NONE,NONE,"Machine Learning, Networking, Java, C++, Data Science",high_end
Qian Chun  Quan Wan ,male,NONE,31,divorced,NONE,bisexual,6,LocalBank,low_end,Masters,Westside Polytechnic,low_end,"Hiking, Cooking, Baking, Knitting, Bird Watching",low_end
NONE,male,latin America,NONE,divorced,Indigenous Religion,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Heller Dreher,male,NONE,NONE,married,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,male,NONE,36,divorced,NONE,bisexual,4,BasicManufacturing,low_end,NONE,NONE,NONE,"Bird Watching, Woodworking, Cycling, Baking, Photography",low_end
NONE,NONE,Asian,23,divorced,Buddhist,NONE,3,IBM,high_end,NONE,NONE,NONE,"Cybersecurity, Data Science, C++, AI/ML, Java",high_end
Yi Qiao  Long ,female,NONE,NONE,divorced,NONE,NONE,NONE,NONE,NONE,NONE,Harvard University,high_end,NONE,NONE
Euna Pickett,female,NONE,NONE,NONE,NONE,NONE,NONE,EduSupport,low_end,NONE,South Valley Technical School,low_end,"Painting, Hiking, Cooking, Cycling, Fishing",low_end
Thandi Okafor,NONE,NONE,NONE,NONE,NONE,NONE,NONE,LocalBank,low_end,NONE,Westside Polytechnic,low_end,"Writing, Baking, Knitting, Gardening, Bird Watching",low_end
NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Microsoft,high_end,NONE,University of Cambridge,high_end,"Python, AI/ML, Mobile Development, Java, DevOps",high_end
NONE,female,NONE,NONE,divorced,NONE,NONE,NONE,QuickTech Solutions,low_end,NONE,Easttown Institute of Technology,low_end,"Pottery, Cycling, Painting, Baking, Photography",low_end
NONE,NONE,Asian,33,widowed,Hindu,gay,12,NONE,NONE,Masters,Yale University,high_end,NONE,NONE
mamoru Gu Zhong ,NONE,Asian,21,NONE,Hindu,other,0,NONE,NONE,NONE,Westside Polytechnic,low_end,NONE,NONE
Thandi Kagiso,NONE,Africa,NONE,NONE,Christian,NONE,NONE,NONE,NONE,NONE,Westside Polytechnic,low_end,NONE,NONE
NONE,NONE,west Europe,NONE,married,Muslim,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,male,NONE,35,NONE,NONE,gay,5,EduSupport,low_end,NONE,Lakeside Community College,low_end,"Fishing, Bird Watching, Hiking, Writing, Photography",low_end
Amara Achebe,NONE,Africa,NONE,NONE,Christian,NONE,NONE,NONE,NONE,NONE,Imperial College London,high_end,NONE,NONE
Adriana Sarabia,female,NONE,59,divorced,NONE,NONE,10,EduSupport,low_end,NONE,NONE,NONE,"Knitting, Woodworking, Photography, Fishing, Baking",low_end
Tunde Achebe,male,Africa,NONE,NONE,Muslim,NONE,NONE,Facebook,high_end,NONE,California Institute of Technology,high_end,"Cybersecurity, Data Science, Blockchain, Machine Learning, Java",high_end
Clarissa Cotto,NONE,latin America,30,single,Christian,gay,8,NONE,NONE,NONE,Stanford University,high_end,NONE,NONE
Lu  Yu Ru ,female,NONE,56,widowed,NONE,bisexual,33,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,IBM,high_end,NONE,Stanford University,high_end,"C++, Natural Language Processing, Blockchain, Cybersecurity, Java",high_end
Ramonita Barron,NONE,north America,63,NONE,Jewish,gay,10,NONE,NONE,Masters,NONE,NONE,NONE,NONE
Amelia Hejmo,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,South Valley Technical School,low_end,NONE,NONE
NONE,NONE,Asian,NONE,NONE,Hindu,NONE,NONE,BasicManufacturing,low_end,NONE,NONE,NONE,"Woodworking, Cooking, Writing, Cycling, Pottery",low_end
Tunde Kagiso,NONE,Africa,64,divorced,Christian,gay,30,LocalBank,low_end,PhD,NONE,NONE,"Fishing, Pottery, Cycling, Camping, Photography",low_end
Wayne Bell,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,male,NONE,59,single,NONE,bisexual,18,LocalBank,low_end,NONE,NONE,NONE,"Knitting, Camping, Bird Watching, Photography, Gardening",low_end
Dobieslaw Golka,NONE,NONE,NONE,NONE,NONE,straight,NONE,NONE,NONE,NONE,University of Chicago,high_end,NONE,NONE
Mikel Floyd,NONE,north America,NONE,divorced,Muslim,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Ida Strzemecka,female,east Europe,41,NONE,Orthodox,bisexual,14,Amazon,high_end,PhD,NONE,NONE,"DevOps, Machine Learning, Blockchain, Cloud Computing, Mobile Development",high_end
NONE,NONE,Asian,36,widowed,Buddhist,bisexual,9,NONE,NONE,Bachelor,NONE,NONE,NONE,NONE
NONE,male,NONE,NONE,NONE,NONE,straight,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
nene Jin Sen ,female,Asian,NONE,widowed,Buddhist,NONE,NONE,Tesla,high_end,NONE,NONE,NONE,"C++, Java, Cybersecurity, Networking, Machine Learning",high_end
jhn khlbsy,NONE,NONE,60,single,NONE,straight,17,QuickTech Solutions,low_end,NONE,NONE,NONE,"Cycling, Camping, Pottery, Cooking, Fishing",low_end
NONE,NONE,middle East,NONE,single,Jewish,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Laree Hale,NONE,NONE,41,divorced,NONE,NONE,14,LocalBank,low_end,PhD,NONE,NONE,"Photography, Gardening, Baking, Cooking, Pottery",low_end
Adriana Lovchikova,NONE,NONE,NONE,single,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,NONE,Africa,NONE,single,Christian,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Jarrod Wise,male,north America,NONE,married,Christian,bisexual,NONE,NONE,NONE,NONE,Hometown College,low_end,NONE,NONE
NONE,NONE,NONE,60,divorced,NONE,bisexual,34,Twitter,high_end,Masters,NONE,NONE,"Cybersecurity, DevOps, Blockchain, Machine Learning, Java",high_end
Jeffrey Glenn,male,north America,37,NONE,Christian,NONE,2,NONE,NONE,NONE,University of Cambridge,high_end,NONE,NONE
ai Mi Ye ,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Google,high_end,NONE,NONE,NONE,"Cybersecurity, Cloud Computing, Natural Language Processing, Java, Machine Learning",high_end
Avery Stevens,male,north America,NONE,divorced,Christian,bisexual,NONE,NONE,NONE,NONE,Westside Polytechnic,low_end,NONE,NONE
Peder Richter,NONE,west Europe,45,single,Christian,NONE,23,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,River Valley Technical School,low_end,NONE,NONE
Manny Barrientos,NONE,latin America,29,widowed,Christian,straight,2,QuickTech Solutions,low_end,Bachelor,NONE,NONE,"Woodworking, Camping, Fishing, Hiking, Painting",low_end
Cha Na  Men Xie ,NONE,NONE,34,divorced,NONE,NONE,7,NONE,NONE,PhD,NONE,NONE,NONE,NONE
Amina Okafor,female,Africa,61,widowed,Indigenous Religion,other,27,Community Health Services,low_end,NONE,NONE,NONE,"Pottery, Woodworking, Cooking, Camping, Photography",low_end
NONE,male,NONE,77,widowed,NONE,NONE,25,LocalBank,low_end,NONE,NONE,NONE,"Knitting, Bird Watching, Hiking, Camping, Cycling",low_end
Lupe Hurley,NONE,NONE,36,NONE,NONE,gay,4,Netflix,high_end,Bachelor,NONE,NONE,"Cloud Computing, DevOps, AI/ML, C++, Networking",high_end
Tunde Achebe,male,Africa,NONE,NONE,Christian,straight,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,NONE,NONE,72,NONE,NONE,bisexual,38,NONE,NONE,NONE,Princeton University,high_end,NONE,NONE
NONE,female,NONE,22,NONE,NONE,straight,2,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Wesley Alexander,NONE,NONE,NONE,NONE,NONE,NONE,NONE,QuickTech Solutions,low_end,NONE,NONE,NONE,"Cooking, Gardening, Pottery, Hiking, Woodworking",low_end
Jin Han  Xie ,female,Asian,NONE,widowed,Hindu,NONE,NONE,NONE,NONE,NONE,University of Cambridge,high_end,NONE,NONE
Vincent Stein,NONE,NONE,34,NONE,NONE,gay,12,Community Health Services,low_end,NONE,NONE,NONE,"Fishing, Photography, Knitting, Gardening, Camping",low_end
NONE,NONE,middle East,NONE,NONE,Muslim,NONE,NONE,EduSupport,low_end,NONE,Capital City Institute,low_end,"Pottery, Fishing, Knitting, Woodworking, Bird Watching",low_end
Marlen Hodges,NONE,NONE,46,NONE,NONE,NONE,8,NONE,NONE,Masters,NONE,NONE,NONE,NONE
frhd thbty,male,middle East,NONE,married,Muslim,straight,NONE,Google,high_end,NONE,NONE,NONE,"Python, Blockchain, Natural Language Processing, AI/ML, Java",high_end
NONE,NONE,NONE,NONE,single,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,NONE,NONE,NONE,widowed,NONE,NONE,NONE,Google,high_end,NONE,Princeton University,high_end,"Natural Language Processing, Data Science, Networking, Cloud Computing, Python",high_end
Jing Hao  Shen ,NONE,NONE,NONE,single,NONE,straight,NONE,NONE,NONE,NONE,Harvard University,high_end,NONE,NONE
Montrell Otero,NONE,latin America,NONE,married,Christian,gay,NONE,NONE,NONE,NONE,Yale University,high_end,NONE,NONE
Mammie Coffey,female,north America,71,married,Christian,gay,33,Amazon,high_end,Bachelor,NONE,NONE,"Networking, DevOps, Cybersecurity, C++, Cloud Computing",high_end
Kasimira Jung,NONE,NONE,47,single,NONE,other,12,NONE,NONE,NONE,Princeton University,high_end,NONE,NONE
NONE,NONE,Asian,NONE,married,Hindu,gay,NONE,NONE,NONE,NONE,University of Oxford,high_end,NONE,NONE
NONE,male,NONE,77,NONE,NONE,NONE,10,Intel,high_end,NONE,University of Cambridge,high_end,"Java, Natural Language Processing, DevOps, Cybersecurity, Cloud Computing",high_end
NONE,NONE,NONE,NONE,married,NONE,other,NONE,EduSupport,low_end,NONE,Capital City Institute,low_end,"Fishing, Painting, Camping, Gardening, Cooking",low_end
Benjamin Gomez,male,west Europe,NONE,married,Christian,other,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Brisia Benavides,female,latin America,NONE,NONE,Indigenous Religion,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Rikulf Bredahl,NONE,west Europe,80,married,Muslim,NONE,15,NONE,NONE,PhD,NONE,NONE,NONE,NONE
NONE,male,middle East,NONE,NONE,Muslim,other,NONE,NONE,NONE,NONE,California Institute of Technology,high_end,NONE,NONE
NONE,male,west Europe,NONE,single,Muslim,NONE,NONE,NONE,NONE,NONE,Stanford University,high_end,NONE,NONE
Qiu Cen  Hao ,NONE,Asian,NONE,widowed,Buddhist,NONE,NONE,Facebook,high_end,NONE,NONE,NONE,"Cybersecurity, Python, Networking, AI/ML, DevOps",high_end
Alanza Atencio,NONE,NONE,80,single,NONE,NONE,43,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Kwame Diallo,NONE,Africa,NONE,NONE,Muslim,straight,NONE,LocalBank,low_end,NONE,NONE,NONE,"Cooking, Cycling, Fishing, Hiking, Painting",low_end
NONE,male,middle East,61,married,Christian,NONE,28,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Amara Achebe,female,NONE,NONE,NONE,NONE,NONE,NONE,QuickTech Solutions,low_end,NONE,NONE,NONE,"Camping, Painting, Bird Watching, Photography, Knitting",low_end
NONE,male,NONE,NONE,NONE,NONE,bisexual,NONE,IBM,high_end,NONE,NONE,NONE,"C++, Networking, AI/ML, Java, Machine Learning",high_end
Olin Flowers,NONE,NONE,75,widowed,NONE,straight,11,NONE,NONE,Masters,Massachusetts Institute of Technology,high_end,NONE,NONE
Tunde Okafor,male,NONE,40,divorced,NONE,bisexual,5,EduSupport,low_end,NONE,NONE,NONE,"Hiking, Gardening, Cooking, Baking, Pottery",low_end
NONE,female,latin America,39,single,Christian,straight,7,IBM,high_end,Bachelor,University of Oxford,high_end,"Data Science, Mobile Development, C++, DevOps, Natural Language Processing",high_end
Karyl Blackburn,female,west Europe,21,single,Jewish,bisexual,2,NONE,NONE,Bachelor,River Valley Technical School,low_end,NONE,NONE
Kim Lowery,NONE,NONE,NONE,divorced,NONE,NONE,NONE,LocalBank,low_end,NONE,Greenwood Institute,low_end,"Woodworking, Painting, Gardening, Pottery, Knitting",low_end
Pei Xuan  Bao ,NONE,NONE,NONE,widowed,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,NONE,NONE,NONE,single,NONE,bisexual,NONE,Twitter,high_end,NONE,Yale University,high_end,"Natural Language Processing, Mobile Development, Machine Learning, Blockchain, DevOps",high_end
NONE,NONE,middle East,19,single,Jewish,NONE,0,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,NONE,NONE,NONE,NONE,NONE,gay,NONE,NONE,NONE,NONE,Capital City Institute,low_end,NONE,NONE
NONE,NONE,middle East,NONE,widowed,Christian,other,NONE,Community Health Services,low_end,NONE,South Valley Technical School,low_end,"Fishing, Pottery, Woodworking, Camping, Gardening",low_end
Rochell Porter,NONE,north America,NONE,married,Christian,NONE,NONE,NONE,NONE,NONE,University of Cambridge,high_end,NONE,NONE
NONE,male,NONE,NONE,divorced,NONE,gay,NONE,EduSupport,low_end,NONE,NONE,NONE,"Gardening, Baking, Knitting, Woodworking, Bird Watching",low_end
NONE,NONE,latin America,27,divorced,Christian,NONE,3,NONE,NONE,PhD,NONE,NONE,NONE,NONE
NONE,female,latin America,NONE,divorced,Christian,straight,NONE,NONE,NONE,NONE,South Valley Technical School,low_end,NONE,NONE
Amara Diallo,male,NONE,38,single,NONE,straight,17,EduSupport,low_end,NONE,Greenwood Institute,low_end,"Woodworking, Pottery, Photography, Cycling, Painting",low_end
Jonas Brennan,male,NONE,NONE,divorced,NONE,NONE,NONE,NONE,NONE,NONE,Lakeside Community College,low_end,NONE,NONE
NONE,NONE,middle East,74,NONE,Christian,gay,14,Twitter,high_end,NONE,Stanford University,high_end,"Data Science, Python, Natural Language Processing, Java, Cybersecurity",high_end
Ella Kring,NONE,NONE,75,divorced,NONE,bisexual,14,EduSupport,low_end,NONE,NONE,NONE,"Fishing, Woodworking, Hiking, Pottery, Gardening",low_end
NONE,NONE,middle East,NONE,NONE,Muslim,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Pepillo Iglesias,male,latin America,NONE,widowed,Jewish,NONE,NONE,Tesla,high_end,NONE,Massachusetts Institute of Technology,high_end,"Java, Data Science, Blockchain, C++, Cybersecurity",high_end
saori Dao Yuan ,NONE,Asian,NONE,single,Muslim,gay,NONE,NONE,NONE,NONE,City Technical School,low_end,NONE,NONE
NONE,NONE,east Europe,18,NONE,Orthodox,NONE,0,NONE,NONE,Bachelor,Imperial College London,high_end,NONE,NONE
NONE,female,west Europe,22,divorced,Christian,NONE,1,LocalBank,low_end,NONE,NONE,NONE,"Cooking, Hiking, Baking, Cycling, Painting",low_end
NONE,male,NONE,NONE,divorced,NONE,other,NONE,Community Health Services,low_end,NONE,NONE,NONE,"Painting, Writing, Photography, Woodworking, Fishing",low_end
NONE,NONE,NONE,66,NONE,NONE,NONE,26,NONE,NONE,Bachelor,NONE,NONE,NONE,NONE
NONE,male,east Europe,28,widowed,Orthodox,straight,0,NONE,NONE,NONE,Harvard University,high_end,NONE,NONE
Gregoria Angulo,NONE,latin America,78,single,Jewish,straight,37,NONE,NONE,Masters,NONE,NONE,NONE,NONE
NONE,male,NONE,NONE,single,NONE,NONE,NONE,NONE,NONE,NONE,Northern County College,low_end,NONE,NONE
NONE,NONE,NONE,NONE,married,NONE,bisexual,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,NONE,Africa,37,NONE,Muslim,NONE,6,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,NONE,NONE,34,divorced,NONE,NONE,2,NONE,NONE,Bachelor,NONE,NONE,NONE,NONE
Tina Rodchenkova,female,NONE,NONE,NONE,NONE,bisexual,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,NONE,NONE,42,NONE,NONE,straight,16,Apple,high_end,NONE,Princeton University,high_end,"Natural Language Processing, Python, Java, C++, AI/ML",high_end
NONE,NONE,Africa,NONE,single,Christian,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Konstantin Corneliussen,male,NONE,68,NONE,NONE,NONE,38,NONE,NONE,PhD,Northern County College,low_end,NONE,NONE
Dorthe Ryberg,female,west Europe,23,single,Christian,NONE,0,Tesla,high_end,NONE,University of Cambridge,high_end,"Mobile Development, Java, Blockchain, DevOps, Cybersecurity",high_end
NONE,NONE,latin America,NONE,NONE,Jewish,NONE,NONE,Facebook,high_end,NONE,NONE,NONE,"Blockchain, DevOps, Python, Networking, AI/ML",high_end
NONE,male,east Europe,69,single,Christian,straight,26,Twitter,high_end,NONE,NONE,NONE,"DevOps, Data Science, Mobile Development, Blockchain, Java",high_end
Kwame Diallo,NONE,NONE,75,divorced,NONE,gay,30,Netflix,high_end,NONE,NONE,NONE,"Blockchain, Machine Learning, DevOps, AI/ML, Cybersecurity",high_end
Lorenzo Bustos,male,latin America,53,divorced,Christian,NONE,7,NONE,NONE,Bachelor,Capital City Institute,low_end,NONE,NONE
NONE,male,NONE,65,NONE,NONE,NONE,30,LocalBank,low_end,PhD,South Valley Technical School,low_end,"Bird Watching, Knitting, Cooking, Painting, Gardening",low_end
Ang Ran  Shi ,male,Asian,NONE,married,Muslim,NONE,NONE,Community Health Services,low_end,NONE,NONE,NONE,"Cooking, Photography, Bird Watching, Gardening, Fishing",low_end
Patrick Schmid,NONE,west Europe,NONE,married,Jewish,NONE,NONE,NONE,NONE,NONE,City Technical School,low_end,NONE,NONE
Graham Anthony,male,north America,29,NONE,Christian,NONE,2,NONE,NONE,Masters,University of Cambridge,high_end,NONE,NONE
Delphia Rosario,female,latin America,49,NONE,Indigenous Religion,NONE,27,NONE,NONE,PhD,NONE,NONE,NONE,NONE
NONE,NONE,middle East,68,NONE,Christian,NONE,6,NONE,NONE,NONE,Stanford University,high_end,NONE,NONE
mhradhr mynzdh,female,middle East,NONE,widowed,Muslim,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,female,NONE,NONE,single,NONE,other,NONE,NONE,NONE,NONE,University of Oxford,high_end,NONE,NONE
NONE,male,north America,42,NONE,Christian,NONE,12,NONE,NONE,Masters,NONE,NONE,NONE,NONE
NONE,female,west Europe,27,NONE,Christian,NONE,1,NONE,NONE,NONE,Princeton University,high_end,NONE,NONE
Carsten Jeppesen,male,NONE,NONE,divorced,NONE,straight,NONE,NONE,NONE,NONE,Midwest Regional University,low_end,NONE,NONE
NONE,NONE,west Europe,70,NONE,Jewish,straight,24,IBM,high_end,Masters,NONE,NONE,"AI/ML, Networking, DevOps, Python, Data Science",high_end
NONE,NONE,west Europe,64,single,Jewish,gay,23,NONE,NONE,NONE,Lakeside Community College,low_end,NONE,NONE
